Cause of Death,Community Area,Community Area Name,Cumulative Deaths 2006 - 2010,Cumulative Deaths Rank,Average Annual Deaths 2006 - 2010,Average Crude Rate 2006 - 2010,Average Crude Rate Lower CI,Average Crude Rate Upper CI,Crude Rate Rank,Average Adjusted Rate 2006 - 2010,Average Adjusted Rate Lower CI,Average Adjusted Rate Upper CI,Adjusted Rate Rank,Average Annual Years of Potential Life Lost (YPLL) Rate 2006 - 2010,YPLL Rate RANK,WARNING
Alzheimers disease,12,Forest Glen,12,50,2,13,6.7,22.7,33,8.9,4.6,14.7,67,2,45,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,13,North Park,8,61,2,8.9,3.8,17.5,52,5.8,2.5,10.6,74,19,6,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,14,Albany Park,21,35,4,8,5,12.2,55,12.8,7.9,18.9,43,0,54,
Alzheimers disease,15,Portage Park,31,20,6,9.6,6.5,13.6,48,10.1,6.9,14,63,0,54,
Alzheimers disease,16,Irving Park,26,24,5,9.6,6.3,14.1,48,14.2,9.3,20.2,38,14,9,
Alzheimers disease,17,Dunning,26,24,5,12.4,8.1,18.2,37,8.9,5.8,12.7,67,14,9,
Alzheimers disease,18,Montclaire,5,69,1,7.5,2.4,17.5,59,6.1,1.9,12.8,72,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,19,Belmont Cragin,22,33,4,5.6,3.5,8.5,70,10.2,6.4,14.9,61,1,49,
Alzheimers disease,20,Hermosa,3,74,1,2.4,0.5,7,76,6.1,1.3,14.7,72,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,21,Avondale,15,42,3,7.5,4.2,12.4,59,14.5,8.1,22.7,36,12,15,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,22,Logan Square,24,27,5,6.4,4.1,9.5,65,15.2,9.7,22,35,8,25,
Alzheimers disease,23,Humboldt park,17,40,3,5.8,3.4,9.3,68,15.5,8.9,23.9,29,2,45,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,24,West Town,38,18,8,9.1,6.4,12.5,51,17.4,12.3,23.3,22,12,15,
Alzheimers disease,25,Austin,52,6,10,10.2,7.6,13.4,44,16.8,12.5,21.8,25,4,40,
Alzheimers disease,26,West Garfield Park,6,68,1,6.3,2.3,13.7,66,9.4,3.4,18.4,66,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,27,East Garfield Park,10,52,2,9.7,4.7,17.8,47,13.6,6.5,23.2,40,22,3,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,28,Near West Side,13,48,3,4.9,2.6,8.4,74,10.3,5.5,16.7,59,1,49,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,29,North Lawndale,23,29,5,12.4,7.9,18.6,37,17.8,11.3,25.8,19,0,54,
Alzheimers disease,30,South Lawndale,9,55,2,2.2,1,4.2,77,7.6,3.5,13.4,70,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,31,Lower West Side,5,69,1,2.7,0.9,6.3,75,5.1,1.6,10.6,77,17,7,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,32,Loop,8,61,2,6,2.6,11.8,67,11.3,4.8,20.7,57,5,33,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,33,Near South Side,12,50,2,12.6,6.5,22,36,19.6,10.1,32.2,14,11,19,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,34,Armour Square,5,69,1,7.6,2.5,17.7,58,5.2,1.7,10.7,76,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,35,Douglas,45,10,9,45.3,33,60.6,1,32.9,23.9,43.4,1,10,22,
Alzheimers disease,36,Oakland,4,72,1,13.4,3.7,34.3,29,20.8,5.7,45.6,11,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,37,Fuller Park,2,75,0,13.4,1.6,48.4,29,11.5,1.4,32.2,55,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,38,Grand Boulevard,15,42,3,13,7.3,21.4,33,11.3,6.3,17.8,57,5,33,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,39,Kenwood,9,55,2,10,4.6,19,45,7.5,3.4,13.1,71,6,28,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,40,Washington Park,4,72,1,6.6,1.8,16.9,63,11.9,3.2,26.1,51,2,45,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,41,Hyde Park,24,27,5,18.1,11.6,26.9,17,16,10.2,23.1,28,6,28,
Alzheimers disease,42,Woodlawn,18,38,4,14.7,8.7,23.2,25,16.1,9.5,24.5,27,20,4,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,43,South Shore,47,9,9,17.4,12.8,23.1,18,17.8,13.1,23.3,19,6,28,
Alzheimers disease,44,Chatham,42,14,8,26,18.7,35.1,10,16.9,12.2,22.4,24,1,49,
Alzheimers disease,45,Avalon Park,9,55,2,17.3,7.9,32.8,19,12.9,5.9,22.6,42,10,22,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,46,South Chicago,16,41,3,9.8,5.6,15.9,46,12,6.8,18.5,49,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,47,Burnside,1,77,0,6.7,0.2,37.3,62,5.4,0.1,19.9,75,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,48,Calumet Heights,23,29,5,32.3,20.5,48.5,4,24.1,15.2,34.9,6,0,54,
Alzheimers disease,49,Roseland,70,1,14,30.3,23.6,38.3,5,25.9,20.2,32.4,3,7,26,
Alzheimers disease,50,Pullman,7,65,1,18.3,7.4,37.7,15,19.4,7.6,36.8,15,11,19,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,51,South Deering,8,61,2,10.3,4.4,20.3,43,11.9,5.1,21.4,51,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,52,East Side,10,52,2,8.6,4.1,15.8,53,10.2,4.9,17.4,61,5,33,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Cancer (all sites),2,West Ridge,567,6,113,157.1,144.2,170,47,155.9,143.2,169.2,56,1417,42,
Alzheimers disease,53,West Pullman,18,38,4,11.6,6.9,18.3,39,19.7,11.6,30,13,3,42,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,54,Riverdale,2,75,0,5.6,0.7,20.2,70,12,1.5,33.6,49,14,9,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,55,Hegewisch,8,61,2,16.8,7.3,33.1,20,12.3,5.3,22.2,47,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,56,Garfield Ridge,52,6,10,29.9,22.3,39.2,6,20.6,15.3,26.6,12,5,33,
Alzheimers disease,57,Archer Heights,7,65,1,10.6,4.3,21.8,42,12.3,4.9,23.1,47,5,33,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,58,Brighton Park,13,48,3,5.7,3,9.7,69,11.7,6.2,19,53,5,33,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,59,McKinley Park,9,55,2,11.5,5.3,21.8,40,17.8,8.1,31.2,19,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,60,Bridgeport,15,42,3,9.3,5.2,15.3,50,11.6,6.5,18.2,54,12,15,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,61,New City,15,42,3,6.5,3.6,10.7,64,15.5,8.6,24.4,29,6,28,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,62,West Elsdon,7,65,1,7.9,3.2,16.3,56,8.5,3.4,15.9,69,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,63,Gage Park,10,52,2,5,2.4,9.2,73,12.5,6,21.4,46,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,64,Clearing,19,37,4,16.5,9.9,25.8,21,15.5,9.3,23.2,29,11,19,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,65,West Lawn,21,35,4,12.9,8,19.7,35,15.4,9.5,22.8,33,0,54,
Alzheimers disease,66,Chicago Lawn,22,33,4,7.7,4.8,11.7,57,16.5,10.3,24.1,26,4,40,
Alzheimers disease,67,West Englewood,29,21,6,15.5,10.4,22.3,23,21,14,29.5,10,12,15,
Alzheimers disease,68,Englewood,23,29,5,14.1,8.9,21.2,27,15.5,9.8,22.4,29,3,42,
Alzheimers disease,69,Greater Grand Crossing,42,14,8,24.8,17.9,33.5,11,18.7,13.4,24.9,16,14,9,
Alzheimers disease,70,Ashburn,32,19,6,15.7,10.7,22.2,22,18.5,12.6,25.5,17,1,49,
Alzheimers disease,71,Auburn Gresham,58,2,12,23.1,17.5,29.9,13,23.1,17.5,29.4,8,0,54,
Alzheimers disease,72,Beverly,29,21,6,28.4,19,40.8,7,30.2,20.2,42.2,2,26,2,
Alzheimers disease,73,Washington Heights,45,10,9,33.1,24.1,44.3,3,25.9,18.9,34.1,3,16,8,
Alzheimers disease,74,Mount Greenwood,26,24,5,27.3,17.8,40,8,23.3,15.2,33.2,7,7,26,
Alzheimers disease,75,Morgan Park,43,13,9,37.3,27,50.2,2,25.2,18.1,33.4,5,13,13,
Alzheimers disease,76,O'Hare,9,55,2,14.3,6.5,27.1,26,11.5,5.3,20.2,55,0,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Alzheimers disease,77,Edgewater,40,17,8,13.9,9.9,18.9,28,12.7,9,16.9,44,13,13,
Alzheimers disease,0,Chicago,1741,,348,12.7,12.1,13.3,,15.3,14.6,16.1,,6,,
Assault (homicide),1,Rogers Park,22,32,4,7.8,4.9,11.8,47,6.4,4,9.4,49,364,48,
Assault (homicide),2,West Ridge,19,33,4,5.3,3.2,8.3,54,5.3,3.2,8,56,223,58,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),3,Uptown,17,35,3,5.9,3.4,9.4,51,5.4,3.1,8.4,53,282,52,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),4,Lincoln Square,4,63,1,2,0.5,5.1,68,2.4,0.6,5.5,68,114,68,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),5,North Center,1,73,0,0.6,0,3.3,74,1,0,3.7,72,1,75,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),6,Lake View,6,62,1,1.3,0.5,2.8,71,1.1,0.3,2.3,70,47,71,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),7,Lincoln Park,2,71,0,0.6,0.1,2.2,74,0.7,0.1,2.1,74,23,72,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),8,Near North Side,7,57,1,1.8,0.7,3.7,69,2.1,0.8,4.1,69,92,69,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),9,Edison Park,0,76,0,0,0,,76,0,,,76,0,76,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),10,Norwood Park,9,52,2,4.8,2.2,9.1,58,5.4,2.4,9.5,53,201,62,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),11,Jefferson Park,7,57,1,5.5,2.2,11.3,53,5.8,2.3,11,51,249,55,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),12,Forest Glen,1,73,0,1.1,0,6.1,72,0.7,0,2.6,74,21,73,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),13,North Park,1,73,0,1.1,0,6.1,72,0.9,0,3.2,73,16,74,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),14,Albany Park,10,46,2,3.8,1.8,7,65,3.3,1.6,5.7,67,200,63,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),15,Portage Park,12,43,2,3.7,1.9,6.5,66,3.5,1.8,5.8,66,182,65,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),16,Irving Park,16,37,3,5.9,3.4,9.6,51,5.4,3.1,8.5,53,285,51,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),17,Dunning,7,57,1,3.3,1.3,6.8,67,3.8,1.5,7.2,65,205,61,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),18,Montclaire,8,54,2,12.1,5.2,23.8,39,11.7,5,21.1,36,536,40,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),19,Belmont Cragin,26,28,5,6.6,4.3,9.7,49,6.1,3.9,8.8,50,307,50,
Assault (homicide),20,Hermosa,16,37,3,12.6,7.2,20.5,37,11.8,6.7,18.3,35,603,38,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),21,Avondale,10,46,2,5,2.4,9.2,56,4.4,2.1,7.6,61,250,54,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),22,Logan Square,32,24,6,8.6,5.9,12.1,45,7.7,5.2,10.7,46,436,46,
Assault (homicide),23,Humboldt park,96,3,19,33,26.7,40.3,17,30.9,24.8,37.5,20,1543,20,
Assault (homicide),24,West Town,37,21,7,8.9,6.3,12.3,44,7.7,5.2,10.6,46,446,45,
Assault (homicide),25,Austin,182,1,36,35.6,30.4,40.8,16,34.8,29.9,40.1,16,1699,15,
Assault (homicide),26,West Garfield Park,45,16,9,47.4,34.6,63.4,5,47.2,34.2,62.1,6,2360,5,
Assault (homicide),27,East Garfield Park,42,18,8,40.7,29.3,55,10,37.8,27.1,50.1,14,1962,13,
Assault (homicide),28,Near West Side,41,19,8,15.4,11.1,20.9,30,12.8,8.8,17.7,32,703,34,
Assault (homicide),29,North Lawndale,82,7,16,44.2,35.2,54.9,7,43.5,34.4,53.7,7,2028,9,
Assault (homicide),30,South Lawndale,61,15,12,14.9,11.4,19.1,32,11.5,8.7,14.6,38,768,32,
Assault (homicide),31,Lower West Side,24,29,5,12.8,8.2,19,36,10.9,6.9,15.8,39,673,36,
Assault (homicide),32,Loop,2,71,0,1.5,0.2,5.4,70,1.1,0.1,3.1,70,52,70,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),33,Near South Side,4,63,1,4.2,1.1,10.8,63,4.6,0.9,11.1,60,207,60,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),34,Armour Square,3,68,1,4.6,0.9,13.4,60,4.8,1,11.5,58,200,63,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Cancer (all sites),3,Uptown,477,12,95,165.1,150.3,179.9,42,181.6,165.5,198.5,43,1367,45,
Assault (homicide),35,Douglas,19,33,4,19.1,11.5,29.8,28,18.4,10.8,28.1,30,890,29,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),36,Oakland,4,63,1,13.4,3.7,34.3,35,13.4,3.6,29.4,31,691,35,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),37,Fuller Park,7,57,1,46.9,18.9,96.6,6,51.7,20.3,97.7,5,1311,23,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),38,Grand Boulevard,36,22,7,31.1,21.8,43.1,20,31.8,22.3,43,18,1575,18,
Assault (homicide),39,Kenwood,17,35,3,18.9,11,30.3,29,18.7,10.8,28.8,28,915,28,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),40,Washington Park,36,22,7,59,41.3,81.7,2,52.7,36.8,71.5,3,3033,2,
Assault (homicide),41,Hyde Park,7,57,1,5.3,2.1,10.9,54,4.7,1.9,9,59,125,67,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),42,Woodlawn,39,20,8,32,22.8,43.7,19,30.1,21.3,40.5,21,1547,19,
Assault (homicide),43,South Shore,77,9,15,28.6,22.6,35.7,23,28.5,22.5,35.3,22,1280,24,
Assault (homicide),44,Chatham,65,13,13,40.3,31.1,51.4,12,43.5,33.4,54.9,7,2017,10,
Assault (homicide),45,Avalon Park,10,46,2,19.3,9.3,35.5,27,22.1,10.6,37.8,27,1160,25,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),46,South Chicago,66,12,13,40.4,31.2,51.4,11,39.9,30.8,50.2,13,1990,12,
Assault (homicide),47,Burnside,11,44,2,73.5,36.7,131.5,1,78.2,38.7,131.3,1,3950,1,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),48,Calumet Heights,10,46,2,14,6.7,25.7,33,18.7,8.9,31.9,28,800,31,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),49,Roseland,92,5,18,39.8,32.1,48.8,13,41.5,33.4,50.6,12,2013,11,
Assault (homicide),50,Pullman,10,46,2,26.2,12.6,48.2,25,27.8,13.3,47.5,24,1115,27,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),51,South Deering,24,29,5,31,19.9,46.1,21,31.7,20.2,45.6,19,1659,17,
Assault (homicide),52,East Side,11,44,2,9.5,4.7,17,43,9.1,4.5,15.3,43,499,42,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),53,West Pullman,65,13,13,41.9,32.3,53.4,9,42.5,32.6,53.6,9,2031,8,
Assault (homicide),54,Riverdale,14,40,3,39.2,21.4,65.8,14,34.3,18.4,55,17,2101,7,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),55,Hegewisch,3,68,1,6.3,1.3,18.4,50,6.9,1.4,16.6,48,353,49,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),56,Garfield Ridge,14,40,3,8,4.4,13.4,46,8.6,4.7,13.8,44,374,47,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),57,Archer Heights,10,46,2,15.1,7.2,27.8,31,12.6,6,21.6,33,812,30,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Assault (homicide),58,Brighton Park,28,25,6,12.4,8.2,17.9,38,10.7,7,15,40,629,37,
Assault (homicide),59,McKinley Park,8,54,2,10.2,4.4,20.1,41,10.1,4.3,18.3,41,486,43,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
